event_id,session_id,user_id,event_type,product_id,category,timestamp,quantity,price
2e6ea0b3-9625-4ac2-bbed-92a4da6c54af,80402f80-6c44-4f92-bad1-0ddac3241d69,user950,remove_from_cart,prod1,home,2024-08-10 10:49:59,2,357.02
69b66bb3-6c80-4c21-a378-00c36f7ed4c3,c01d3c18-20fe-4399-b463-c7046ca4cd68,user2756,click,prod3,electronics,2024-08-11 20:59:36,3,288.29
fbf2890c-8972-4569-8900-abe0ada07167,e74eb998-e203-4655-966c-acb0a44b6ff5,user825,remove_from_cart,prod5,toys,2024-08-08 01:19:10,5,15.99
6ebb1bd1-b4a4-4194-9e12-cf361c2ca7fd,5f47d6e4-158e-490b-a0c3-201b681ceacb,user1135,purchase,prod5,clothing,2024-08-11 04:16:36,4,106.85
b2c0407e-5000-49fb-b51c-442a58d12aed,3f604137-1747-48da-a419-954c864b08fd,user309,click,prod1,toys,2024-08-09 00:59:17,3,381.73
a8ca146c-8b13-4b11-8009-21f74da17311,7554fcce-5a94-4946-9299-01d59178530b,user1785,add_to_cart,prod1,books,2024-08-07 11:19:07,5,140.23
b8586f35-9277-478c-a604-6d4f98f4069f,9ed19d19-e7f7-4ae6-84f0-f1c021a51b00,user2374,view,prod2,toys,2024-08-11 01:00:30,2,137.23
929fd2fb-c3de-49ba-8e7b-2fb466e1441f,325bff01-5bd6-4a54-87ca-8477a6c85a6c,user2459,click,prod3,electronics,2024-08-05 11:34:18,3,477.85
786d74be-803a-41e2-9ccd-36ceb595efc1,45ca2073-d2dd-4df9-8f93-ae9acc0e78db,user2374,purchase,prod3,clothing,2024-08-07 02:41:24,4,124.93
aa2b3db4-cb84-454e-9871-1892a6fad66f,fc995b61-64a7-43f9-9f48-4dad6ea33932,user2332,click,prod2,electronics,2024-08-06 19:27:08,5,200.59
15cebbf5-0e9c-4375-9797-3f672c6248f9,8266bc33-7a3d-4eee-b888-541743a249e3,user2719,view,prod2,clothing,2024-08-11 01:21:22,1,178.78
088c4eca-c4f0-410d-b274-3c9515ebfa79,6535ceb3-11aa-4122-86be-318f4c9aa4e7,user669,add_to_cart,prod4,clothing,2024-08-10 07:42:16,1,233.03
5cc5cde0-a78a-4aff-a7d0-081e12ca050b,e8e95440-2450-4ce8-b869-e7f02a5ff922,user334,add_to_cart,prod5,clothing,2024-08-07 21:56:09,3,387.78
00adc1fb-89d4-4cad-8a53-4aa5c52a9a3d,44411e76-7081-4c3f-b223-a727343dbece,user519,remove_from_cart,prod5,electronics,2024-08-06 08:44:28,3,356.57
d58b8d41-f771-4888-b192-b2315e01ac9f,37c98bee-7fd0-4a44-a9ab-0178a85196e9,user2029,add_to_cart,prod3,electronics,2024-08-11 04:48:08,4,315.72
494ddc68-0958-4e9c-b502-5260182e7560,12598a4c-b0aa-4da8-a963-4c17937601e1,user2122,purchase,prod5,toys,2024-08-11 02:00:18,1,200.25
9b9f54a0-8033-4009-98a0-28372948e908,3ab48d19-9786-474c-a8af-6fa948869337,user993,purchase,prod3,home,2024-08-07 07:44:26,3,466.95
b118a35c-67b0-4d30-bf5d-c54666b238f2,8daa8184-98d1-40d9-816e-8743c774167c,user2586,click,prod2,home,2024-08-06 10:24:14,3,81.98
e2ed22cc-2b82-47f5-b809-b5acdc5ef88c,eabc32a3-23a2-400a-be85-20f48d90b614,user1418,add_to_cart,prod3,electronics,2024-08-07 23:25:28,4,494.69
897a03f4-358e-44b9-94f0-909b38ef2517,9f61b743-7581-4945-8e7d-7742eb767797,user2392,purchase,prod1,toys,2024-08-09 17:29:59,5,30.05
17c43abb-d285-431b-b91f-8251bcc57ff8,d3b1f41e-2f50-4c4d-8bd9-aff7094a5ade,user5,view,prod1,books,2024-08-06 07:22:28,5,320.28
f2093c99-d80f-4f1b-980e-8dac4aca08a5,66afa51c-b115-41a6-b8fe-1a5bbbc2543c,user2692,add_to_cart,prod4,home,2024-08-10 19:52:03,1,99.03
226157b1-2ea4-4d28-9ac5-ec12b5ef434b,f2d9ceec-b78f-4132-b392-d25ef1608afa,user2560,view,prod3,home,2024-08-10 20:30:51,4,110.5
cc2bd904-7873-4f74-9a57-59639f863f5c,4a3c290d-60c2-4bb3-a55a-459d4b08aaf0,user1601,purchase,prod1,clothing,2024-08-06 17:04:16,5,195.52
12f57f80-2443-48cd-b068-16d7f298f05d,e9051d58-47f1-4596-997d-7f2aca29ba35,user1858,add_to_cart,prod2,clothing,2024-08-10 02:30:09,3,99.94
a596fd53-5953-43ba-858a-77fd82776961,53edf6fa-8947-45e0-8f96-7c9f7ef4c273,user2344,view,prod5,clothing,2024-08-08 08:45:39,1,32.12
9f16a964-23e0-46c1-89d7-be8527e51763,248efb75-1b83-498a-b1b4-1cef2a675cd6,user2425,view,prod2,toys,2024-08-11 14:06:47,5,477.31
6b709b99-10b4-4547-b3b2-f429a71764cc,bed1d459-7077-40c5-837b-ec8c88142fe0,user2012,remove_from_cart,prod1,home,2024-08-10 00:36:48,4,359.36
259d9385-d1af-48f2-9af1-eeb51b71660c,be788256-0e2a-4998-9c66-2b69af256def,user1643,purchase,prod4,home,2024-08-09 08:51:05,5,179.98
4d872041-0af5-4c67-8322-46d89efe9123,02f582d1-0e65-4d8d-b2ec-c60e5bf49e2d,user219,click,prod4,clothing,2024-08-09 05:26:23,5,42.64
6615ef62-7704-4fdd-8330-24b8a03fba6d,60de9623-6486-4cf0-a9d5-a9be4e7c6656,user1797,purchase,prod4,electronics,2024-08-06 21:28:31,3,232.91
4946a4a5-9de0-447f-9bbe-213dba2effa2,0387c5c6-17dd-46cd-aaa6-8187ac1f2ad6,user1310,click,prod1,clothing,2024-08-08 11:32:05,1,489.8
7951a16d-1c8f-403d-9e69-47abda5d880b,2060400d-b121-4bee-a4cb-30366928c9ea,user1337,purchase,prod3,electronics,2024-08-05 10:50:54,5,280.75
e1177fef-2075-45fd-ab30-cf1606bb40d8,052f1256-605b-41e0-9a45-4ec2f52cca9a,user2820,add_to_cart,prod1,electronics,2024-08-06 15:28:51,1,32.52
0e13bac1-d51a-472e-9f1b-0aac71ec8ea4,f24baac8-e952-46e5-a1f3-5c278e54e12b,user1838,view,prod1,toys,2024-08-12 03:26:26,4,48.43
dc5d5bae-7768-4d80-ab1c-54b9d12279c6,6b79502c-20dd-4587-82ae-a288f0557613,user1409,add_to_cart,prod5,electronics,2024-08-09 20:56:47,5,251.86
cce86441-8589-4e80-a235-2a795cd44d90,ef4078b7-f834-4a07-8140-c817c1c65d72,user2406,view,prod3,books,2024-08-09 03:26:56,2,241.1
f1deff2e-f9ce-42d6-8cf9-af150d3bb450,67b5d104-a40d-40d6-966d-aee8ab9e7e2f,user2626,purchase,prod1,electronics,2024-08-11 04:18:23,2,321.76
afefdc31-c32c-4b2f-a267-f9c4b96dd5b2,5cc737b2-052e-4d54-8bbd-76c49d7c3970,user2266,click,prod1,clothing,2024-08-06 09:10:19,4,305.26
dd64f020-32a6-4eea-9246-5e8c2eb917da,62334dbf-a68d-4422-816d-cb21ee915d1f,user2841,view,prod1,toys,2024-08-09 12:56:29,4,429.11
29715aae-ba2a-43db-91c7-e54e455cb3ec,f9804dc3-ea48-4802-bb9f-bb48b2862e0b,user1820,remove_from_cart,prod3,toys,2024-08-10 16:00:34,2,226.37
ba232295-c8c2-4dc8-bbe1-1373ad642fd8,4422d377-85a6-4c82-a626-62e0bab817a5,user2264,add_to_cart,prod1,books,2024-08-06 05:10:59,1,224.2
78b4a3bd-d4b6-40d3-b8ed-1fb359c33f85,d8c062b0-122d-4ecc-b506-ba57f34aec78,user1903,view,prod4,home,2024-08-10 06:59:12,3,21.43
1ff2e838-c463-4707-a3f8-273b41864fcf,54e051ae-bccc-4ca2-9ac3-7a7051044556,user19,view,prod1,electronics,2024-08-07 14:02:48,2,42.83
a480b008-76bf-4ea1-b1d9-ce7b279661e8,7926d3db-9ec9-4325-8839-24b8510ec8ae,user732,click,prod5,clothing,2024-08-08 10:38:33,4,90.91
334b61ae-3d97-40fd-a4b3-7559b2c099d4,0c5347f4-d996-4824-bece-b3d1dd345016,user505,view,prod5,home,2024-08-06 22:48:02,4,475.75
f420514f-e5c9-4e79-b330-6ce7f01b00f1,c8ff2090-963d-4b09-832c-16749a07b7a1,user2091,remove_from_cart,prod3,clothing,2024-08-08 11:05:55,5,429.4
89aedf22-4579-4f81-a5a0-8235bc1f0e93,49877efa-bb2f-466d-80d9-3c77c4d7f9dd,user1938,add_to_cart,prod1,electronics,2024-08-10 12:37:33,2,357.32
78cadb06-7019-4a8d-9e9e-962ce72c3a01,2df8c54a-c39b-453a-bf7f-3e1a89a28a43,user2905,remove_from_cart,prod2,home,2024-08-11 07:37:46,5,341.54
fb895a08-1083-46d3-9a54-916105f7cfc5,2cdc858e-1eec-49d8-848a-c852bb35c879,user394,remove_from_cart,prod4,toys,2024-08-06 20:18:17,4,121.71
9e7c97ab-0c4a-413d-9849-8a6d0f8448fb,55809a54-a251-45f1-ac64-60aa1de3cddb,user1438,purchase,prod2,clothing,2024-08-08 16:34:36,4,253.78
c46b28c9-76c0-46c0-8a7c-8dc9c084480a,3a7cf61a-f5fa-481d-b48f-30b27211e65b,user1994,click,prod2,home,2024-08-07 18:12:57,2,42.33
85c98d40-ccb6-4a23-b5da-fc6fa854e25a,e549c3aa-6225-4dc1-9f28-24ab0d767d59,user2152,click,prod5,books,2024-08-10 16:24:09,2,141.29
4a868572-0b32-4014-9ec8-7bea92e528c9,a6df947b-b48a-4436-a963-dff13c3cff7b,user1241,view,prod5,electronics,2024-08-07 21:13:39,5,347.59
81b33186-4edf-4168-bb58-a1e5f69bb721,4ea4cac6-b596-439c-8e7c-602a85b375f7,user826,remove_from_cart,prod3,books,2024-08-10 20:46:34,3,190.27
3dacb075-5d38-4f82-8eed-56c198c7f245,32465637-351b-4286-8d6b-0476bdebe202,user500,view,prod2,books,2024-08-12 00:15:55,1,321.07
be7acb99-59d3-40c1-b1db-2598c3442654,ae9af45d-9dbd-4080-97d2-6dc4cfcb1e34,user2488,add_to_cart,prod5,books,2024-08-07 20:50:53,4,278.68
c9a2e46a-9ea2-4d9d-8a5c-11efb1ff93bf,8ab1b223-7472-4958-b370-793f46b165cd,user898,remove_from_cart,prod3,home,2024-08-11 18:35:15,3,235.98
90ee6201-a6e4-4401-8a05-0836d4cebb44,5e077adb-5169-4247-85bd-7dc403974478,user2404,add_to_cart,prod1,books,2024-08-12 02:26:54,1,271.23
5dc0bf4e-2eaf-4cd5-80a2-e62da866fcca,b2a43227-e2b6-4148-8bc5-f635ffe13a7c,user1551,purchase,prod5,electronics,2024-08-10 22:55:56,1,115.8
2c561c3a-3687-4d17-b12b-69234d02695b,400b3fb3-6156-46ea-8434-98e4a4adfe61,user2035,remove_from_cart,prod2,books,2024-08-07 10:34:44,1,177.43
ce308b6f-653f-4b67-b7a6-991b39c05692,56303aa7-3d45-4001-bcfa-476a9014842e,user975,add_to_cart,prod5,electronics,2024-08-08 22:15:37,2,144.92
814f165f-f2b5-43ce-afce-73276675d7c4,f810d1cf-464d-4693-b10f-63b2bb059322,user1538,remove_from_cart,prod3,books,2024-08-11 09:30:22,2,483.99
34a0bdf4-750f-48bf-9320-7f484bf0efb2,acc3d337-988c-40a8-89a5-5f3849e8e37c,user44,purchase,prod3,home,2024-08-07 16:16:32,2,379.53
6b25d862-8f1d-4d87-9135-72fa0102c522,cf476fc6-475b-4b2d-9235-1b2e5ba2dd20,user2284,purchase,prod5,electronics,2024-08-05 19:14:41,1,411.57
7a5bd481-1ec3-4622-a775-6a04a3fafbfd,988f1799-fb4b-4923-88a7-9634cdbb0f13,user2553,purchase,prod2,clothing,2024-08-10 16:43:39,3,56.96
32c8e7c0-6e52-4247-993c-ad5568ad998a,2b424b6a-2e84-408f-b54b-86c6a6a28740,user1576,remove_from_cart,prod1,toys,2024-08-11 13:52:12,4,401.26
62165eeb-6285-4f83-9908-b240a5d56d33,fb2725ae-07dc-4897-9c40-e414e9f9cc5d,user1755,purchase,prod1,electronics,2024-08-08 15:55:53,1,10.55
43e66513-34c8-46bb-94c9-ef9f89e11311,ed87785e-cc56-4729-a624-4c3b1882dbae,user1874,remove_from_cart,prod1,electronics,2024-08-06 00:34:27,2,267.44
f306ef92-cc12-430f-94ce-ef6946442a63,03f22378-6886-4f53-82ea-0d02068e5559,user902,purchase,prod1,clothing,2024-08-09 19:01:28,1,126.77
6832ef42-4bc1-4a20-b268-ad6642e81a08,1cca7c4e-6402-4550-9c5e-a77a445ea7e1,user1678,click,prod2,home,2024-08-07 23:15:27,2,196.91
c7089324-b522-46f1-a532-0596b33acc7f,1edfe1c1-f785-4721-9acb-5610dea88109,user2406,add_to_cart,prod2,toys,2024-08-07 03:00:13,5,79.5
c181adf5-21f3-4251-bfc2-e3eaf2b6cbaf,da0ad186-9772-4ced-baff-405c9998c119,user2472,click,prod3,clothing,2024-08-11 11:09:52,3,232.11
8de9ee75-41ce-43eb-8cb5-ad24cfe1a148,ac3edc5f-a07c-4e6f-9bef-27cc2408d064,user969,view,prod5,electronics,2024-08-08 10:19:37,1,382.72
9c6a8bcc-d20a-4437-a9e1-92f511008780,00816e40-31ad-40e3-b5c6-bdc0fd3b5897,user1225,remove_from_cart,prod1,books,2024-08-09 19:01:22,4,408.34
4a62d4ac-ec92-4f72-85ba-2469e44069c0,2040e5e2-46f8-44ed-b84b-12afe7ba660f,user170,click,prod4,home,2024-08-05 07:06:11,4,359.81
e6544c0d-d9c0-4a93-81e9-b7f097ec0c91,8ac61e2e-fccc-4ca3-b164-5708ec2d2e5d,user1099,click,prod3,clothing,2024-08-05 10:50:59,4,190.36
f27e91f4-136e-46c4-a4d3-d8d715ffb578,b253633f-b95d-426e-b1e5-cae1ba9796f3,user2795,add_to_cart,prod1,books,2024-08-08 04:23:42,5,228.16
551f2678-6bd2-4ad1-b49c-4dd923b4db43,dae739f4-d506-4072-a905-0cf1d251f972,user34,purchase,prod2,electronics,2024-08-06 06:03:33,2,335.77
728fba4a-48f9-41bf-a798-49010d79f6e0,cb4100c4-bce0-4fc9-9e8d-5e2e4dd54c37,user420,remove_from_cart,prod5,toys,2024-08-06 18:34:34,1,478.05
27ec39bb-3190-447a-a7ec-58aa984b5291,1fda34a7-9b1a-48db-825e-8c991851d423,user2287,add_to_cart,prod5,books,2024-08-09 23:28:13,3,99.92
1ca686e8-a06a-4f6d-8420-94088f3fd821,bfe0d1ab-f9a0-4950-8c99-bb3b23265694,user1364,remove_from_cart,prod2,books,2024-08-08 11:20:05,1,39.07
897840ad-d139-411c-9be6-8ccf92096181,7faa3941-4bbd-4bc9-8d62-6986657d47d0,user1942,add_to_cart,prod4,clothing,2024-08-05 11:12:07,1,30.04
e9195d35-b037-4f8b-97e1-a0f3521540b4,b503270e-55cd-4c4b-a1ea-829370052fe5,user368,click,prod2,home,2024-08-10 05:32:53,5,179.37
4d26289f-c88f-4d3b-a195-57f119d72f61,69efeb86-4620-4b72-a7be-9317156e0e74,user267,purchase,prod2,electronics,2024-08-11 22:36:34,4,347.53
bd1a3f12-9d7b-4efa-a3a9-89eea017b7ef,9c3e5604-8ee8-4d54-8914-88839173b698,user1367,purchase,prod5,home,2024-08-07 18:31:55,1,275.68
42b6a770-4e4d-4ef6-9060-72cfc716d007,4179143c-115d-47e1-b3bc-c3d556b9dcee,user2662,remove_from_cart,prod4,books,2024-08-06 14:08:16,4,347.08
6a858285-dce5-4f7c-a057-9f968353bf9f,aa2539e6-d6f4-453b-b24c-79c89fce9e9b,user1712,add_to_cart,prod5,home,2024-08-06 12:28:25,4,134.19
7ab78641-dcaf-4597-94b5-8e89396ee2d6,3b93c47a-042f-4e30-808b-86e6eb768b3c,user1527,remove_from_cart,prod3,toys,2024-08-06 23:53:06,1,63.3
9a8c2e5c-9b91-4811-9bd2-7d03a7f98186,250f490a-08b1-4db8-85f2-3d306d162141,user2040,click,prod5,books,2024-08-05 20:39:17,3,64.03
8534c289-e18a-435e-901a-215c532783f0,cbe5e420-dfb4-4f54-8d85-704fd09cee7a,user232,view,prod1,home,2024-08-09 09:24:48,3,297.36
ad8dc73c-0e5e-4c5d-a6c7-2ee1bb1e483f,ab6460f7-ec14-480a-9283-1d6d82ee3ab5,user1294,click,prod3,electronics,2024-08-10 21:28:36,2,185.69
e9de7392-9e1c-4424-8648-6a6ebb9ab628,bf4fb3e3-ec72-48ef-ae55-a7aa5c77019a,user39,purchase,prod2,toys,2024-08-08 13:13:43,4,37.22
323075f8-2e5d-4b34-955a-0c56eb4662c8,60af632c-3bfa-4269-9fea-e9e7c00c0c18,user1134,add_to_cart,prod3,toys,2024-08-10 09:19:46,5,347.0
4dead797-9ff7-496f-bf04-ecfbfa2f4a4c,1b8e13e0-e378-41f4-8e90-197ddf5991e5,user538,view,prod4,toys,2024-08-09 02:23:15,1,61.26
63800c0d-a41d-401e-a0a0-860d4094b6b8,d3d0abef-f15b-4b12-aab1-84d8cdd7fa81,user2842,add_to_cart,prod4,home,2024-08-11 19:40:30,1,210.72
3271a5fa-7682-4c1c-a5b6-2761b330f23d,40be929c-f1a8-451a-9bea-50a650117fc4,user2857,remove_from_cart,prod3,electronics,2024-08-10 16:29:26,3,368.75
83b24169-451b-4741-8d64-cf3fdb4e72c5,3b0ae795-ee76-4d00-9abe-3af76cc21abc,user2141,add_to_cart,prod3,clothing,2024-08-09 16:29:37,1,489.05
4494da49-6304-419d-948d-fe07df4cd590,650c27d5-ea5f-4dd3-a76b-2abedd330343,user2112,remove_from_cart,prod5,clothing,2024-08-08 21:34:13,5,50.94
f2c50e35-10b7-4e82-8f53-ca9732372449,8af33fae-f608-42ed-9857-2defeac88c32,user874,purchase,prod2,home,2024-08-10 18:38:33,5,307.26
5c23b085-3239-4c91-847e-f17d83dfd205,07a5ccfe-aafd-4bb6-9305-94da9c8671c3,user1837,purchase,prod4,electronics,2024-08-10 08:43:10,5,174.74
c5d2cdbf-931c-4b0d-b1ab-6170dce6b49a,ee130ef5-5372-47c7-aefb-65d39f932357,user2928,remove_from_cart,prod4,toys,2024-08-10 10:35:07,1,207.82
bdd40eb5-b299-45c1-85ed-059a02121809,247c44f7-edf8-4087-93e5-2c41f612ecf4,user2623,click,prod5,clothing,2024-08-07 03:08:58,5,157.19
f268cd5c-3efa-46bd-b05d-becac8f7653b,c37b928a-5b20-4db6-9ed3-a3bc7d4c6450,user837,remove_from_cart,prod5,toys,2024-08-08 19:25:58,1,443.63
71f4f5ff-0d92-4120-9d5b-ffcc0d3ecb3e,cc2eb310-ae04-40be-9e27-d79933a7689b,user2755,remove_from_cart,prod2,home,2024-08-05 14:57:29,1,328.28
31f2f040-9ac1-4234-86fe-cf72e98f4d4b,76ececf5-eb12-4e63-81d7-3356014345e8,user324,view,prod2,toys,2024-08-07 21:31:25,3,386.06
e7116a43-df2f-415c-8bd8-ffe86ef8b41d,ffb0e985-727e-40aa-a572-39a25dab036e,user2770,remove_from_cart,prod5,clothing,2024-08-06 05:00:35,5,238.95
c3a08bf4-59d7-45b0-9fb6-baae129d6706,34e01aa4-48ea-4b61-873f-f94f1cfd67ef,user210,purchase,prod4,home,2024-08-10 03:48:14,2,255.88
169227f4-01d1-4a3a-a136-accae5ea994c,0317ac9a-ee35-469b-8118-ef3b7881bfa3,user2215,view,prod1,toys,2024-08-11 11:15:16,5,272.72
94d8c699-3317-4b2d-957b-7938b6afd8e0,f208c4c0-89c0-4d04-9aaa-e7e53674dd32,user1425,add_to_cart,prod1,electronics,2024-08-06 09:00:59,5,126.46
4e677591-a3a6-4012-b3bd-0a8502d93f35,f6dc9619-85b5-4a54-8671-cbba8979ff42,user1446,click,prod2,clothing,2024-08-07 06:13:17,4,125.27
ba5bafd2-ca79-4e3a-a3bb-a96addff0627,0a60ef7b-c1be-4d0e-aff4-f1225f0925ce,user1077,view,prod3,books,2024-08-12 05:34:45,4,66.69
1924f0d7-be65-4875-a9b4-3528ab295dfd,fc7e3833-5b33-4caa-94ed-369f69f6b657,user805,remove_from_cart,prod1,books,2024-08-09 22:49:56,4,339.34
d093b618-fe6e-424b-9f36-daf115704d9e,f54bc158-85b1-4595-b046-624277603c58,user2478,add_to_cart,prod5,home,2024-08-10 08:31:15,3,78.75
c5908d64-018e-4939-a0a4-cb1370787531,449be0f5-fb12-4bc7-ae82-96ad807e5fc6,user1626,click,prod1,home,2024-08-12 04:29:37,3,143.87
d61ab527-c181-48fd-869f-3fcb86b599ff,874c7a03-cdce-4bfd-adc3-d2392a0b512a,user497,view,prod4,clothing,2024-08-06 16:33:24,1,443.83
1c6d4be5-50d6-44b7-8caf-0d86bafd573d,b3330f85-26bc-4461-b1d2-01ce9a03220e,user2933,purchase,prod1,books,2024-08-11 20:42:57,5,52.1
4384fa5c-b367-4bed-83a4-9e73475f525c,9375e8fc-4a86-450a-9f2a-f9cfeccc04ee,user2574,click,prod3,electronics,2024-08-09 05:52:48,1,42.6
3d1d4b0d-ebd6-417f-8e15-1d294b162a03,ad141e78-8979-4522-8c1d-5eba1a87f863,user1411,remove_from_cart,prod2,toys,2024-08-11 06:10:50,5,209.45
8ff5cf88-ad98-4c53-b990-8444f8f59ab4,68294f8c-d5d3-4a43-8faa-1564702c31a1,user396,add_to_cart,prod3,electronics,2024-08-05 16:24:08,1,438.52
a2519dde-894e-4616-9478-72279e02d6e2,98e486b4-d59a-4e86-9d5a-2fadaa09901c,user1093,click,prod4,toys,2024-08-08 04:31:27,4,388.88
2919e84d-b3b5-4d0b-b73a-0df9136aa5f9,b180df6a-53b3-42f9-8d6e-829755b5cd64,user2062,view,prod3,books,2024-08-10 08:47:12,4,434.7
8bde01e2-28b4-4f7c-8e8d-b9b9c9c8afad,8a34e602-821c-4108-abc4-e86b9fc9f41e,user2192,view,prod1,books,2024-08-11 09:14:39,2,167.59
637bf21c-ad0a-4b6a-aa34-fc55c74977fb,1267ec74-4493-4597-9ac3-664d2bde335a,user1398,add_to_cart,prod2,clothing,2024-08-05 12:38:21,3,69.33
